ecoregion,year,harvest_area,analysis_area
Sierra Nevada,2013,9240.292595000192,86730.45929727267
Sierra Nevada,2014,465.0003694311045,7702.788572625827
Sierra Nevada,2015,2626.2110546951835,67054.10688043243
Sierra Nevada,2016,916.4497902546483,19384.004991299473
Sierra Nevada,2017,3129.874152248057,43685.750541468005
Western Cascades,1987,722.0302887177112,5483.735250299838
Western Cascades,1988,1057.7885521117687,3747.9735503778907
Western Cascades,1998,80.94465785316616,442.0322796072448
Western Cascades,2001,0.0046876101026348,995.9705869138472
Western Cascades,2002,2041.3362245022881,45747.388276777245
Western Cascades,2003,71.84523185599534,3888.528958174858
Western Cascades,2006,6.869953018966376,800.1937620462575
Western Cascades,2008,217.9473145046339,2031.706292269455
Western Cascades,2009,1040.2593253500545,13108.10118517693
Western Cascades,2010,3.029176013183594,226.34453086284566
Western Cascades,2011,34.78798011252011,989.2623900588092
Western Cascades,2012,91.59462527465823,4793.453076553258
Western Cascades,2013,73.21322037346334,7284.80353152674
Western Cascades,2014,131.28003220925726,5877.45507810401
Western Cascades,2015,2140.8503011752023,16610.535896585934
Western Cascades,2016,4.44910644866345,104.61673227718579
Western Cascades,2017,784.252260027765,58382.185274143274
