ecoregion,owner_group,year,harvest_area,analysis_area
Eastern Cascades,Other,1999,0.8561036062203202,131.0067600188611
Eastern Cascades,Other,2000,0.0,0.0
Eastern Cascades,Other,2001,432.33589246747187,1098.4317898620607
Eastern Cascades,Other,2002,4.121163061523438,544.3605818379002
Eastern Cascades,Other,2003,99.62154221299116,531.8140887567737
Eastern Cascades,Other,2004,59.74534070434571,518.5813159556909
Eastern Cascades,Other,2005,0.0,0.0
Eastern Cascades,Other,2006,5.499183493460862,74.90038591770545
Eastern Cascades,Other,2007,379.79933366739914,5423.226673475055
Eastern Cascades,Other,2008,8.284591642755247,394.9436229752844
Eastern Cascades,Other,2009,166.39792272135418,1953.107255843243
Eastern Cascades,Other,2010,0.127123974609375,382.6954685761575
Eastern Cascades,Other,2011,696.2274173498297,7514.352098332088
Eastern Cascades,Other,2012,9.019339087392769,599.5764829707367
Eastern Cascades,Other,2013,1046.6640887387744,10176.766400492928
Eastern Cascades,Other,2014,1422.834192963293,11516.722202335803
Eastern Cascades,Other,2015,504.584556137073,11062.879122500432
Eastern Cascades,Other,2016,0.0,196.537246678395
Eastern Cascades,Other,2017,1.9577394165039061,67.14225463256837
Eastern Cascades,Private,1986,0.0,0.0
Eastern Cascades,Private,1987,236.68470683143767,2210.2088154773187
Eastern Cascades,Private,1988,1206.3393264099361,4553.291817085992
Eastern Cascades,Private,1989,5.720741989817901,165.5576736750345
Eastern Cascades,Private,1990,1171.8589613135962,7704.039013171721
Eastern Cascades,Private,1991,0.2096450244140624,37.57844366419175
Eastern Cascades,Private,1992,9671.85937712168,26274.841449323463
Eastern Cascades,Private,1994,289.998913758521,2199.2306976243444
Eastern Cascades,Private,1995,71.41153497759652,493.92564141024724
Eastern Cascades,Private,1996,186.91403343118108,544.8704318321558
Eastern Cascades,Private,1998,237.1716443601601,3162.8375174936573
Eastern Cascades,Private,1999,216.5646416453403,7376.949074577086
Eastern Cascades,Private,2000,38.01305937531116,490.0647511299402
Eastern Cascades,Private,2001,134.32899660831228,1514.997965225519
Eastern Cascades,Private,2002,891.3906661589499,11087.227948209733
Eastern Cascades,Private,2003,0.0,10.260382636646945
Eastern Cascades,Private,2004,267.83778622979855,1551.9930242386404
Eastern Cascades,Private,2005,293.7552158179429,1498.877157278574
Eastern Cascades,Private,2006,743.4785358982222,2210.006836496199
Eastern Cascades,Private,2007,58.34459389648437,763.0696175655829
Eastern Cascades,Private,2008,1320.5035552757834,7969.141235791423
Eastern Cascades,Private,2009,705.7276160038009,2237.5489335549028
Eastern Cascades,Private,2010,130.23514439086915,2270.590725039948
Eastern Cascades,Private,2011,159.95550785457837,1058.2333019936234
Eastern Cascades,Private,2012,5370.949721914924,20091.160504125044
Eastern Cascades,Private,2013,1294.7179577985937,5757.0825043199975
Eastern Cascades,Private,2014,7022.835688293194,32393.275098376733
Eastern Cascades,Private,2015,434.92693253377274,7191.8898271969065
Eastern Cascades,Private,2016,0.5406147338867188,855.5268109067671
Eastern Cascades,Private,2017,161.818434993346,1391.048991146767
Klamath Mountains,Federal,1987,5816.515956061198,43769.93379491376
Klamath Mountains,Federal,1988,130.30754707126994,698.0884494809379
Klamath Mountains,Federal,1989,2.3036445341940484,1060.6276504032385
Klamath Mountains,Federal,1990,72.73948182250976,1552.3980506111889
Klamath Mountains,Federal,1991,75.42814237661324,413.75663274643847
Klamath Mountains,Federal,1992,186.52193200683595,2251.3692543481684
Klamath Mountains,Federal,1994,31.657772381591798,3201.799342674705
Klamath Mountains,Federal,1996,867.4907132294061,25575.124610099698
Klamath Mountains,Federal,1999,180.30646003204944,11913.823787231278
Klamath Mountains,Federal,2000,87.51555112307082,1333.7488722504984
Klamath Mountains,Federal,2001,334.06096920604034,5216.052056967007
Klamath Mountains,Federal,2002,8.009342440257353,2793.8323889513917
Klamath Mountains,Federal,2003,35.157804155776084,3385.3203189595315
Klamath Mountains,Federal,2004,250.80833299254178,4746.607915102515
Klamath Mountains,Federal,2005,69.8118569991527,1364.9781305269128
Klamath Mountains,Federal,2006,201.07013169555665,13250.718699932631
Klamath Mountains,Federal,2007,24.395402108154297,7969.3442978927305
Klamath Mountains,Federal,2008,529.3448585888912,81122.85851173408
Klamath Mountains,Federal,2009,15.612783935546874,130.7179916845703
Klamath Mountains,Federal,2010,1.4598648742675782,3198.9717580644656
Klamath Mountains,Federal,2011,11.028561859944663,358.330736821265
Klamath Mountains,Federal,2012,939.7559019273228,40725.96969310241
Klamath Mountains,Federal,2013,662.7948239731254,38297.74216033474
Klamath Mountains,Federal,2014,394.9230193503465,19638.90563354316
Klamath Mountains,Federal,2015,1152.5792243219114,58966.41191437259
Klamath Mountains,Federal,2016,99.6934278137207,9840.112854057475
Klamath Mountains,Federal,2017,1491.4170173805867,56992.90069001898
Klamath Mountains,Other,1987,142.99304069340727,1459.2968222477932
Klamath Mountains,Other,1988,0.0,0.0576813728362438
Klamath Mountains,Other,1989,0.0,211.31326929515163
Klamath Mountains,Other,1990,0.0,0.0
Klamath Mountains,Other,1991,0.0,0.0
Klamath Mountains,Other,1992,6.239753335391774,469.49261940403335
Klamath Mountains,Other,1994,0.0,33.252595148638555
Klamath Mountains,Other,1996,10.958010993077895,277.8556550635005
Klamath Mountains,Other,1999,0.0,364.5808133030312
Klamath Mountains,Other,2000,0.0,0.0
Klamath Mountains,Other,2001,14.352703607177736,45.665917806803385
Klamath Mountains,Other,2002,0.0,0.0
Klamath Mountains,Other,2003,0.0,0.0
Klamath Mountains,Other,2004,0.0,0.0
Klamath Mountains,Other,2005,0.0,0.0
Klamath Mountains,Other,2006,0.0,2.3079571045400584
Klamath Mountains,Other,2007,0.0,17.135416516424442
Klamath Mountains,Other,2008,0.0,1299.0557124676634
Klamath Mountains,Other,2009,0.0,0.889076805563534
Klamath Mountains,Other,2010,0.0,0.0
Klamath Mountains,Other,2011,0.0,0.0
Klamath Mountains,Other,2012,35.65812046508789,1433.9423885528686
Klamath Mountains,Other,2013,24.19465521850586,163.14275231366327
Klamath Mountains,Other,2014,0.2052159057617187,276.96669067382817
Klamath Mountains,Other,2015,0.0,0.0
Klamath Mountains,Other,2016,0.0,0.0
Klamath Mountains,Other,2017,9.260937786865235,82.98218801549575
Klamath Mountains,Private,1987,1332.5083117843808,9749.794668147668
Klamath Mountains,Private,1988,172.55787735394648,939.5314948462392
Klamath Mountains,Private,1989,3.1105998069374237,969.8613787071797
Klamath Mountains,Private,1990,38.972218389844706,899.7833138122561
Klamath Mountains,Private,1991,7.140341001311658,25.99398203732958
Klamath Mountains,Private,1992,538.2677998250326,3941.419765659203
Klamath Mountains,Private,1994,392.0249151938286,1193.6590535886278
Klamath Mountains,Private,1996,735.5042269748823,5259.007935144258
Klamath Mountains,Private,1999,728.153922378576,3853.7983084077973
Klamath Mountains,Private,2000,100.1518556174125,373.3352779420142
Klamath Mountains,Private,2001,457.321558654857,1369.2430938454304
Klamath Mountains,Private,2002,218.97265111864277,1231.6290279996267
Klamath Mountains,Private,2003,0.0,2.4571656851495485
Klamath Mountains,Private,2004,641.0039312067009,3575.629574075665
Klamath Mountains,Private,2005,168.74731598058366,872.6129156417787
Klamath Mountains,Private,2006,13.133109309728287,897.3181247659361
Klamath Mountains,Private,2007,160.95932922973634,371.9441386703671
Klamath Mountains,Private,2008,2732.833352861209,30259.583863095628
Klamath Mountains,Private,2009,30.393726094922833,292.5378393754548
Klamath Mountains,Private,2010,0.0,0.0
Klamath Mountains,Private,2011,11.39090209350586,60.46560566501992
Klamath Mountains,Private,2012,3230.1605628874177,9189.523079793702
Klamath Mountains,Private,2013,3172.012235498406,9866.343831193371
Klamath Mountains,Private,2014,3566.4503234188305,11421.420581919905
Klamath Mountains,Private,2015,2080.7630342571183,11768.98743640424
Klamath Mountains,Private,2016,1196.6674879212621,4799.272975288088
Klamath Mountains,Private,2017,3773.845126794362,9450.394344077078
Sierra Nevada,Federal,1986,15.89063553466797,653.3481160158165
Sierra Nevada,Federal,1987,9337.793769121407,62829.15541464231
Sierra Nevada,Federal,1988,60.16811965262619,1297.346253995529
Sierra Nevada,Federal,1989,629.5216415989775,7859.547742242004
Sierra Nevada,Federal,1990,1178.9823213617783,10361.891678500186
Sierra Nevada,Federal,1992,467.53868525256587,4067.133035587709
Sierra Nevada,Federal,1994,1680.1675231421855,12355.321214745856
Sierra Nevada,Federal,1995,0.0,24.019702926145065
Sierra Nevada,Federal,1996,26.872766015625,1377.544251642875
Sierra Nevada,Federal,1997,4.417525961674709,8.036926871625111
Sierra Nevada,Federal,1998,14.040125737998812,112.12822911704869
Sierra Nevada,Federal,1999,240.2157644676059,6186.03898158354
Sierra Nevada,Federal,2000,412.91552124540436,9574.850039260662
Sierra Nevada,Federal,2001,1365.7824558671061,21908.819554345704
Sierra Nevada,Federal,2002,1928.9018571048034,41030.026912688045
Sierra Nevada,Federal,2003,4.71966647226371,529.9599524807799
Sierra Nevada,Federal,2004,137.41382405445773,2620.492126613363
Sierra Nevada,Federal,2005,3.045548687744141,516.1163374825032
Sierra Nevada,Federal,2006,220.89237428181966,6917.288867583198
Sierra Nevada,Federal,2007,1866.9658574437042,26257.735511566087
Sierra Nevada,Federal,2008,1607.2743673900889,57865.258889956545
Sierra Nevada,Federal,2009,28.895417485136146,4642.470055011252
Sierra Nevada,Federal,2010,141.63716350231695,6055.930248018894
Sierra Nevada,Federal,2011,102.68345761903052,1786.4359645587278
Sierra Nevada,Federal,2012,1640.0757495640892,27557.27022588293
Sierra Nevada,Federal,2013,5068.719477050422,75807.41009558206
Sierra Nevada,Federal,2014,462.6869033250996,7581.497653965178
Sierra Nevada,Federal,2015,1022.5782400284353,43825.10902117076
Sierra Nevada,Federal,2016,572.6415584552601,17114.780753059968
Sierra Nevada,Federal,2017,1670.4380503078087,28748.774879404154
Sierra Nevada,Other,1986,1.3998023986816408,2.7995996032714845
Sierra Nevada,Other,1987,6.110084297521254,161.63196545036766
Sierra Nevada,Other,1988,15.616578278282017,491.82029218618356
Sierra Nevada,Other,1989,0.0,34.95462782841702
Sierra Nevada,Other,1990,0.0,5.172587632218904
Sierra Nevada,Other,1992,14.235590906192556,190.94235697801776
Sierra Nevada,Other,1994,109.52770459300322,662.7494374171837
Sierra Nevada,Other,1995,0.0,0.0
Sierra Nevada,Other,1996,6.316650915527344,1067.540441873851
Sierra Nevada,Other,1997,0.0,0.0
Sierra Nevada,Other,1998,0.5002039123535157,17.50973073419309
Sierra Nevada,Other,1999,38.57618510131836,284.66325710853727
Sierra Nevada,Other,2000,0.0,40.59772954149433
Sierra Nevada,Other,2001,13.551797937011719,647.2737457439827
Sierra Nevada,Other,2002,36.45287019165039,397.1729154085047
Sierra Nevada,Other,2003,0.0,0.0
Sierra Nevada,Other,2004,2.7864960571289066,122.38757479099648
Sierra Nevada,Other,2005,57.58797934570313,179.8528588342046
Sierra Nevada,Other,2006,6.952391796875001,296.039786485859
Sierra Nevada,Other,2007,10.063022491455078,148.61900542492435
Sierra Nevada,Other,2008,2.131991103754978,105.05392366601083
Sierra Nevada,Other,2009,0.0695211059570312,659.4268720296703
Sierra Nevada,Other,2010,30.287583294677734,205.5198083624387
Sierra Nevada,Other,2011,0.0,9.858301736725453
Sierra Nevada,Other,2012,0.0,5.235207550048829
Sierra Nevada,Other,2013,43.994790990325335,200.2880229876589
Sierra Nevada,Other,2014,0.0,0.0
Sierra Nevada,Other,2015,0.569806968682981,186.91062970643287
Sierra Nevada,Other,2016,0.3424807861328123,15.897886492919923
Sierra Nevada,Other,2017,78.55305344120998,2908.466888731905
Sierra Nevada,Private,1986,15.688492816186047,171.40967278260473
Sierra Nevada,Private,1987,1243.6242483340516,8297.223011092507
Sierra Nevada,Private,1988,779.8492372707711,10686.647276019808
Sierra Nevada,Private,1989,362.25136145756744,2019.8244574608657
Sierra Nevada,Private,1990,19.135842498779297,1657.1755958877623
Sierra Nevada,Private,1992,193.93555901932064,3480.7773227223356
Sierra Nevada,Private,1994,543.2284909813496,2041.8072463899261
Sierra Nevada,Private,1995,4.258466357421875,300.7321785442996
Sierra Nevada,Private,1996,264.46324458733056,2792.7317482083663
Sierra Nevada,Private,1997,7.816941556324679,263.11835664100795
Sierra Nevada,Private,1998,1.4824145751953126,5.35608170391008
Sierra Nevada,Private,1999,176.72138838151523,1275.2007929774627
Sierra Nevada,Private,2000,172.55166433028876,1702.6233334516937
Sierra Nevada,Private,2001,1412.3924574381272,8419.8744268688
Sierra Nevada,Private,2002,40.358075804227944,356.2009625093827
Sierra Nevada,Private,2003,0.1649849701526118,363.31018367182713
Sierra Nevada,Private,2004,151.87758526898554,1369.3441092495787
Sierra Nevada,Private,2005,8.411303741694432,94.86441562698664
Sierra Nevada,Private,2006,154.63813087416705,1733.7675922114352
Sierra Nevada,Private,2007,4942.994634120496,7977.531789213724
Sierra Nevada,Private,2008,2841.664508865273,17141.08486825576
Sierra Nevada,Private,2009,206.0112997983925,1314.2864854412244
Sierra Nevada,Private,2010,44.33263666381836,858.1187570587277
Sierra Nevada,Private,2011,275.8963501348757,2549.2669957349835
Sierra Nevada,Private,2012,1720.0239926579495,5779.02326645472
Sierra Nevada,Private,2013,4127.578326959444,10722.761178702944
Sierra Nevada,Private,2014,2.3134661060049018,121.29091866064933
Sierra Nevada,Private,2015,1603.063007698065,23042.08722955523
Sierra Nevada,Private,2016,343.46575101325544,2253.3263517465875
Sierra Nevada,Private,2017,1380.883048499038,12028.508773331947
Western Cascades,Federal,1987,447.24553364171646,3165.7572688956466
Western Cascades,Federal,1988,960.9399017748786,3521.3585963769287
Western Cascades,Federal,1998,0.0,0.0
Western Cascades,Federal,2001,0.0046876101026348,49.15134797358494
Western Cascades,Federal,2002,244.20005554199219,40572.5349315168
Western Cascades,Federal,2003,71.84523185599534,3857.9795553977583
Western Cascades,Federal,2006,6.869953018966376,800.1937620462575
Western Cascades,Federal,2008,100.4031202548876,1567.5270697323551
Western Cascades,Federal,2009,1009.1303379110898,12900.45680491989
Western Cascades,Federal,2010,3.029176013183594,216.30499941853844
Western Cascades,Federal,2011,34.78798011252011,989.2623900588092
Western Cascades,Federal,2012,0.0,0.0
Western Cascades,Federal,2013,73.21322037346334,7253.841190704153
Western Cascades,Federal,2014,14.70358737199372,4272.0649380855075
Western Cascades,Federal,2015,114.42459532166725,1070.931055968712
Western Cascades,Federal,2016,4.44910644866345,104.61673227718579
Western Cascades,Federal,2017,656.0103857427141,53036.39816423401
Western Cascades,Other,1987,8.589435284423828,79.16377948651483
Western Cascades,Other,1988,0.0,0.0
Western Cascades,Other,1998,1.6115499572753906,48.55484112666111
Western Cascades,Other,2001,0.0,946.8192389402623
Western Cascades,Other,2002,0.0,82.93350986091167
Western Cascades,Other,2003,0.0,0.0
Western Cascades,Other,2006,0.0,0.0
Western Cascades,Other,2008,0.0,0.0
Western Cascades,Other,2009,0.0,0.0
Western Cascades,Other,2010,0.0,10.039531444307215
Western Cascades,Other,2011,0.0,0.0
Western Cascades,Other,2012,91.59462527465823,4793.453076553258
Western Cascades,Other,2013,0.0,0.0
Western Cascades,Other,2014,86.37271667425418,1495.6560698757514
Western Cascades,Other,2015,2024.2716760233084,15505.312278021433
Western Cascades,Other,2016,0.0,0.0
Western Cascades,Other,2017,96.02664531860351,950.8736828155157
Western Cascades,Private,1987,266.1953197915709,2238.8142019176767
Western Cascades,Private,1988,96.84865033689013,226.6149540009622
Western Cascades,Private,1998,79.33310789589076,393.47743848058366
Western Cascades,Private,2001,0.0,0.0
Western Cascades,Private,2002,1797.1361689602961,5091.919835399529
Western Cascades,Private,2003,0.0,30.54940277709962
Western Cascades,Private,2006,0.0,0.0
Western Cascades,Private,2008,117.5441942497463,464.17922253709986
Western Cascades,Private,2009,31.12898743896485,207.64438025704175
Western Cascades,Private,2010,0.0,0.0
Western Cascades,Private,2011,0.0,0.0
Western Cascades,Private,2012,0.0,0.0
Western Cascades,Private,2013,0.0,30.96234082258636
Western Cascades,Private,2014,30.20372816300935,109.73407014275045
Western Cascades,Private,2015,2.1540298302265244,34.29256259578928
Western Cascades,Private,2016,0.0,0.0
Western Cascades,Private,2017,32.21522896644743,4394.913427093746
