,X,year,owner,severity,salvage_area,total_area,salvage_rate,lsalvage_area,ltotal_area,step2005,step2004,step2003,step2002,step2001,step2000,step1999,step1998,step1997,step1996,step1995,step1994,step1993,step1992,step1991,trend1991,trend1992,trend1993,trend1994,trend1995,trend1996,trend1997,trend1998,trend1999,trend2000,trend2001,trend2002,trend2003,trend2004,trend2005,ptrend1994,ptrend1995,ptrend1996,ptrend1997,ptrend1998,ptrend1999,ptrend2000,ptrend2001,ptrend2002,ptrend2003,ptrend2004,ptrend2005,indzero.rate,indzero.total,indzero.salvage,pa1986,pa1987,pa1988,pa1989,pa1990,pa1991,pa1992,pa1993,pa1994,pa1995,pa1996,pa1997,pa1998,pa2000,pa2001,pa2003,pa2004,pa2005,pa2006,pa2009,pa2010,pa2011,pa2016
229,423,2011,Private,High,187.2078015,1608.635732,11.63767519,0.457894638,1.331210779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230,424,2011,Private,Low,17.65422556,180.4554253,9.783150347,0.07473281,1.080938827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,425,2011,Private,Moderate,89.94021405,845.3742195,10.63910065,0.287546215,1.446473364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,426,2011,Private,Very low,152.440519,1119.413675,13.61788965,0,0.567244544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,439,2012,Private,High,4454.517386,16834.46416,26.46070195,0,2.370023928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,440,2012,Private,Low,728.8076253,2239.648186,32.54116561,0,2.252443693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,441,2012,Private,Moderate,3038.548908,9801.543685,31.00071791,0.261949356,2.844280158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,442,2012,Private,Very low,2105.851001,7251.253886,29.04119804,0.150260374,2.213828644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,455,2013,Private,High,4090.418972,9495.71139,43.07648795,1.650867068,2.201437817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,456,2013,Private,Low,573.5523272,2115.232774,27.11532907,0.697679589,1.523825004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,457,2013,Private,Moderate,2506.677711,8724.348757,28.73197508,1.036841074,1.929685595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,458,2013,Private,Very low,1462.400315,7025.861816,20.81453284,0.723514691,1.769894745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,471,2014,Private,High,6086.979971,26101.67991,23.32026134,0.178150108,1.689637934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,472,2014,Private,Low,530.4116969,2202.246268,24.08503103,0.222235198,1.490976559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,473,2014,Private,Moderate,3004.841212,12811.05934,23.45505655,1.265735664,2.379040873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,474,2014,Private,Very low,1172.272651,7913.621912,14.81335176,0.395194841,2.411619223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,487,2015,Private,High,3446.824144,24255.51414,14.21047653,0.601669746,2.331476917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,488,2015,Private,Low,197.2460158,3160.998078,6.239991639,0.8207828,2.363172761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,489,2015,Private,Moderate,1595.224667,16189.15164,9.853664371,1.792892114,2.923867864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,490,2015,Private,Very low,541.8363876,10679.11393,5.073795362,1.183687401,2.512351589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,503,2016,Private,High,286.052661,2188.057906,13.0733588,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,504,2016,Private,Low,159.8487811,576.6034883,27.72247902,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,505,2016,Private,Moderate,492.9245998,2025.037554,24.34150413,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,506,2016,Private,Very low,605.4472295,3347.666085,18.08565174,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,519,2017,Private,High,3403.326987,11406.04601,29.83792091,0.416669824,2.331872589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,520,2017,Private,Low,186.6233476,1483.092592,12.58339153,0.306883906,2.119735575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,521,2017,Private,Moderate,1158.379189,8201.143263,14.12460619,1.508562395,2.81471798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,522,2017,Private,Very low,600.432315,6175.022309,9.723565115,1.812772604,2.098369124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
