,X,year,owner,severity,salvage_area,total_area,salvage_rate,lsalvage_area,ltotal_area,step2005,step2004,step2003,step2002,step2001,step2000,step1999,step1998,step1997,step1996,step1995,step1994,step1993,step1992,step1991,trend1991,trend1992,trend1993,trend1994,trend1995,trend1996,trend1997,trend1998,trend1999,trend2000,trend2001,trend2002,trend2003,trend2004,trend2005,ptrend1994,ptrend1995,ptrend1996,ptrend1997,ptrend1998,ptrend1999,ptrend2000,ptrend2001,ptrend2002,ptrend2003,ptrend2004,ptrend2005,indzero.rate,indzero.total,indzero.salvage,pa1986,pa1987,pa1988,pa1989,pa1990,pa1991,pa1992,pa1993,pa1994,pa1995,pa1996,pa1997,pa1998,pa2000,pa2001,pa2003,pa2004,pa2005,pa2006,pa2009,pa2010,pa2011,pa2016
153,119,1992,Private,High,6931.748801,19054.75193,36.3780585,0.238593395,1.188566756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,120,1992,Private,Low,333.2938847,1630.200178,20.44496676,0.324199908,1.368891882,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,121,1992,Private,Moderate,2321.007924,9258.734802,25.06830548,0.955990117,2.14875737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,122,1992,Private,Very low,818.0121261,3984.841106,20.52809898,0.961073888,1.649507578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,135,1993,Private,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,136,1993,Private,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,137,1993,Private,Moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,138,1993,Private,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,151,1994,Private,High,1043.864769,3302.18163,31.61136746,0,1.271307685,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,152,1994,Private,Low,36.61836071,323.2183254,11.32929597,0,0.803418663,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,153,1994,Private,Moderate,349.9639117,2127.354527,16.45066242,0,1.158134314,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,154,1994,Private,Very low,85.30730965,1149.954193,7.418322414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,167,1995,Private,High,51.00389286,341.5656652,14.93238287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,168,1995,Private,Low,2.318395057,32.30411416,7.176779545,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,169,1995,Private,Moderate,15.58452203,183.7535992,8.481206406,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,170,1995,Private,Very low,6.763191382,237.0344413,2.853252609,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,183,1996,Private,High,1050.541886,6653.445383,15.78944179,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,184,1996,Private,Low,30.30179663,464.5895906,6.522271966,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171,185,1996,Private,Moderate,367.8969788,3590.976201,10.24504085,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,186,1996,Private,Very low,48.69665814,775.7668549,6.277228504,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,199,1997,Private,High,7.296790835,124.0503754,5.882119108,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174,200,1997,Private,Low,0,14.69382328,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,201,1997,Private,Moderate,0.520150721,92.08490991,0.56485989,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,202,1997,Private,Very low,0,36.61546621,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177,215,1998,Private,High,136.0309801,1909.14634,7.125225409,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,216,1998,Private,Low,19.69777944,155.6598659,12.65437261,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,217,1998,Private,Moderate,110.278311,1099.021752,10.0342246,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,218,1998,Private,Very low,51.98009622,418.1406791,12.43124595,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,231,1999,Private,High,237.444031,2579.011358,9.206785006,0.350642444,2.539326436,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,232,1999,Private,Low,116.1319675,1137.523812,10.20919002,0.693159085,2.020271927,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,233,1999,Private,Moderate,479.446868,4943.505175,9.698520605,1.460594747,2.141965525,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,234,1999,Private,Very low,288.4170859,3951.010997,7.299829998,0.680847806,1.433132958,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,247,2000,Private,High,620.7717454,3472.200462,17.87833831,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
186,248,2000,Private,Low,45.12301713,337.4871624,13.37029143,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,249,2000,Private,Moderate,327.6410856,2211.838276,14.81306699,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,250,2000,Private,Very low,111.1274593,1011.280922,10.98878233,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,263,2001,Private,High,1315.349913,7248.112147,18.14748291,1.79247733,2.320878774,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,264,2001,Private,Low,80.56851765,675.3391976,11.93008164,1.517656529,2.042717608,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,265,2001,Private,Moderate,681.4963644,4190.695895,16.26212881,2.133054596,2.813992056,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,266,2001,Private,Very low,91.11422241,1444.653439,6.306995155,1.646223269,2.663921549,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,279,2002,Private,High,1294.46205,8672.852516,14.92544751,0,0.123977064,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,280,2002,Private,Low,211.7435732,1065.896366,19.86530585,0,0.754703856,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,281,2002,Private,Moderate,1098.541017,5959.3982,18.43375757,0,1.887498491,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,282,2002,Private,Very low,364.6465435,2377.546961,15.33709111,0,0.937733353,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,295,2003,Private,High,0,225.1151567,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
198,296,2003,Private,Low,0,18.3548263,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199,297,2003,Private,Moderate,0,109.7735952,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,298,2003,Private,Very low,0.16498497,80.37348312,0.205272888,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,311,2004,Private,High,386.9926037,3266.523681,11.84723093,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,312,2004,Private,Low,69.56805371,324.7210726,21.42394184,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,313,2004,Private,Moderate,391.895316,1867.154097,20.98891123,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,314,2004,Private,Very low,212.2633293,1038.567857,20.43807998,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205,327,2005,Private,High,553.9983703,4668.978436,11.86551572,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
206,328,2005,Private,Low,60.59965775,322.68377,18.77989022,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207,329,2005,Private,Moderate,418.8262524,2224.562323,18.8273553,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
208,330,2005,Private,Very low,100.3513717,784.2153467,12.79640498,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,343,2006,Private,High,232.8571833,1816.042661,12.8222309,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,344,2006,Private,Low,73.37461119,430.8878991,17.02870082,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,345,2006,Private,Moderate,634.1672108,2718.220623,23.33023322,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,346,2006,Private,Very low,67.52338986,1155.912862,5.84156402,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,359,2007,Private,High,3436.046921,7737.625663,44.40699345,0,0.002101247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,360,2007,Private,Low,173.5334374,588.2640389,29.49924285,0,0.148500411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,361,2007,Private,Moderate,1037.423295,3375.980049,30.72954461,0,0.932723481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,362,2007,Private,Very low,620.8937555,2171.953399,28.58688201,0,0.128245352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,375,2008,Private,High,2505.45753,16935.16009,14.79441302,0.274369683,2.813478163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,376,2008,Private,Low,578.6440785,4921.421687,11.757661,0.028081463,2.30203281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,377,2008,Private,Moderate,2496.531675,19928.58156,12.52739271,0.106177523,2.463401877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,378,2008,Private,Very low,1471.248411,15169.47448,9.698743442,0,1.683494432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,391,2009,Private,High,426.1132743,1486.702514,28.66163675,0.305087573,2.196912137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,392,2009,Private,Low,61.35510822,353.4466028,17.3590884,0.225097769,2.222870616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,393,2009,Private,Moderate,432.5010776,1510.133105,28.63993089,0.126970669,2.700846166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,394,2009,Private,Very low,57.07010297,847.7642537,6.731836441,0.08226922,2.213242216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,407,2010,Private,High,134.1929576,2022.379295,6.635400094,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,408,2010,Private,Low,3.190473779,97.42296385,3.27486832,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,409,2010,Private,Moderate,30.97336813,794.8140608,3.896932586,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,410,2010,Private,Very low,12.18677672,451.7084985,2.697929473,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
